period,Company,Open,Highest,Lowest,Close,Change,Change %,Volume Traded,Value Traded
1 Year,CENOMI CENTERS,21.10,23.52,18.32,19.75,-1.35,-6.40,"312,982,907","8,639,421.14"
1 Year,ADES,18.00,18.7,12.16,16.85,-1.15,-6.39,"587,066,725","10,570,973.98"
1 Year,ADVANCED,33.30,38.64,25.85,31.2,-2.1,-6.31,"179,055,529","5,334,428.72"
1 Year,MASAR,19.50,26.98,16.5,18.28,-1.22,-6.26,"764,218,735","49,741,675.90"
1 Year,AL MAATHER REIT,9.50,10.1,8.9,9,-0.5,-5.26,"13,149,913","401,223.00"
1 Year,THIMAR,41.10,60,31.72,38.94,-2.16,-5.26,"85,210,514","3,259,486.12"
1 Year,AYYAN,14.28,18.16,11.4,13.53,-0.75,-5.25,"125,674,444","3,102,714.05"
1 Year,TASNEE,10.30,11.94,8.53,9.77,-0.53,-5.15,"516,354,547","5,032,865.75"
1 Year,BONYAN REIT,9.60,9.92,8.88,9.14,-0.46,-4.79,"19,245,852","219,245.31"
1 Year,ALMASAR ALSHAMIL,23.09,24.48,18.33,22.1,-0.99,-4.29,"35,511,632","328,199,185.87"
1 Year,AMLAK,11.76,14,9.3,11.26,-0.5,-4.25,"83,669,587","814,040.39"
1 Year,SAB,31.65,38,29.9,30.46,-1.19,-3.76,"464,008,236","48,338,095.90"
1 Year,Al RAJHI REIT,8.43,8.56,8.03,8.12,-0.31,-3.68,"59,533,601","1,323,478.32"
1 Year,RIBL,26.70,33.2,25.3,25.72,-0.98,-3.67,"554,953,397","20,793,903.50"
1 Year,EAST PIPES,139.20,173,100.2,135.2,-4,-2.87,"40,476,373","7,620,343.20"
1 Year,JARIR,12.92,14.56,12,12.6,-0.32,-2.48,"385,008,361","24,032,032.28"
1 Year,ALKHABEER REIT,5.75,6.09,5.51,5.61,-0.14,-2.43,"37,115,322","339,433.57"
1 Year,ALYAMAMAH STEEL,33.80,41.3,26.5,33,-0.8,-2.37,"94,936,017","9,732,045.36"
1 Year,ALINMA HOSPITALITY REIT,8.30,8.59,7.8,8.15,-0.15,-1.81,"46,585,803","542,815.59"
1 Year,JAMJOOM PHARMA,152.20,183.8,134,151,-1.2,-0.79,"17,016,490","7,779,086.00"
1 Year,CHERRY,26.40,29.02,25.9,26.24,-0.16,-0.61,"16,503,089","54,277,653.40"
9 Months,EIC,6.79,12.16,4.89,11.25,4.46,65.68,"1,003,216,934","17,375,090.24"
9 Months,ALBABTAIN,44.95,68.8,37.55,68.7,23.75,52.84,"109,708,345","36,088,778.80"
9 Months,CENOMI RETAIL,13.02,35.38,10.08,19.01,5.99,46.01,"595,930,475","17,007,666.69"
9 Months,RASAN,85.70,122,67.7,118,32.3,37.69,"124,768,029","146,571,411.40"
9 Months,MAADEN,43.55,68.45,37.85,59.55,16,36.74,"392,303,997","89,644,038.40"
9 Months,AMAK,58.70,81.65,46.8,80.1,21.4,36.46,"53,314,890","20,565,502.85"
9 Months,BAHRI,23.36,32.5,21.08,29.5,6.14,26.28,"151,636,267","10,447,290.52"
9 Months,MIS,133.00,162.8,118,157.5,24.5,18.42,"10,918,448","12,409,003.30"
9 Months,ADVANCED,26.75,38.64,26,31.2,4.45,16.64,"128,373,587","5,334,428.72"
9 Months,SENAAT,31.65,48.85,26.3,36.54,4.89,15.45,"129,990,252","35,742,527.94"
9 Months,SEERA,24.36,31.6,20.68,27.02,2.66,10.92,"200,041,294","12,342,183.24"
9 Months,JADWA REIT SAUDI,9.95,11.38,9.7,10.95,1,10.05,"38,752,048","417,310.90"
9 Months,ALMOOSA,152.20,212,126.6,166.5,14.3,9.40,"11,704,499","2,664,996.10"
9 Months,SAUDI CABLE,122.40,160,107.6,133.7,11.3,9.23,"13,685,966","2,696,801.60"
9 Months,SABIC AGRI-NUTRIENTS,107.80,125.7,94.7,115,7.2,6.68,"109,290,431","30,647,485.50"
9 Months,ALISTITHMAR REIT,6.76,10.6,5.71,7.19,0.43,6.36,"69,895,327","164,056.14"
9 Months,TASNEE,9.21,11.94,8.53,9.77,0.56,6.08,"396,684,911","5,032,865.75"
9 Months,ETIHAD ETISALAT,61.00,69,52.9,64.45,3.45,5.66,"194,984,992","52,207,618.70"
9 Months,Sahara,16.60,17.48,16.3,17.46,0.86,5.18,"8,347,353","67,130,506.54"
9 Months,SNB,35.10,41,31.55,36.62,1.52,4.33,"893,161,455","109,556,069.06"
9 Months,AL AZIZIAH REIT,3.96,4.78,3.48,4.13,0.17,4.29,"66,169,399","104,022.56"
9 Months,SISCO HOLDING,31.00,38.38,23.5,32.24,1.24,4.00,"87,165,624","4,335,425.66"
9 Months,SHL,17.32,24.9,15.68,17.8,0.48,2.77,"52,846,172","1,082,641.40"
9 Months,ANB,21.58,26.26,19.5,22.17,0.59,2.73,"288,178,741","13,669,399.73"
9 Months,SAUDI CERAMICS,28.10,34.64,24,28.24,0.14,0.50,"101,068,670","2,990,903.88"
9 Months,TALEEM REIT,10.08,11.04,9.21,10.12,0.04,0.40,"14,129,771","167,675.29"
9 Months,PETRO RABIGH,7.10,9.48,6.26,7.12,0.02,0.28,"759,647,452","13,157,398.39"
9 Months,ADES,16.82,17.85,12.16,16.85,0.03,0.18,"466,423,221","10,570,973.98"
9 Months,SABB TAKAFUL,11.50,11.98,11.5,11.5,0,0.00,"539,556","6,349,103.58"
9 Months,SAMBA,38.50,39.1,37.8,38.5,0,0.00,"8,954,421","343,828,273.55"
9 Months,ATC,34.00,34.35,33.8,34,0,0.00,"263,305","8,968,049.20"
9 Months,MMG,12.55,12.9,11.8,12.55,0,0.00,"5,310,626","66,213,259.00"
9 Months,METLIFE AIG ANB,14.30,15.4,14.02,14.3,0,0.00,"1,191,763","17,571,429.72"
9 Months,ALAHLIA,14.76,15.02,14.5,14.76,0,0.00,"1,119,353","16,457,121.40"
9 Months,Weqaya Takaful,19.39,19.75,19.15,19.39,0,0.00,"1,694,478","32,930,031.50"
9 Months,PETROCHEM,45.45,46,45.4,45.45,0,0.00,"102,240","4,661,416.70"
9 Months,SOLIDARITY,14.20,14.52,14.16,14.2,0,0.00,"636,038","9,053,258.36"
9 Months,ALKHODARI,5.39,5.76,5.18,5.39,0,0.00,"4,609,164","25,244,810.49"
9 Months,Bishah Agriculture,69.75,81,69.75,69.75,0,0.00,"4,570,725","339,704,400.75"
9 Months,DUR,27.00,27.1,26.4,27,0,0.00,"162,456","4,338,476.30"
9 Months,JARIR,12.60,14.56,12,12.6,0,0.00,"288,985,283","24,032,032.28"
9 Months,HCC,11.60,11.7,11.54,11.6,0,0.00,"1,029,618","11,976,960.50"
9 Months,ALINMA TOKIO M,12.80,12.84,12.06,12.8,0,0.00,"765,899","9,519,564.54"
9 Months,SANAD,15.23,17.75,14.75,15.23,0,0.00,"1,572,218","25,722,117.10"
9 Months,ALAWWAL,19.58,19.58,19,19.58,0,0.00,"1,587,561","30,693,634.94"
9 Months,WAFA INSURANCE,9.50,10,9.3,9.5,0,0.00,"915,571","8,767,344.86"
9 Months,NICE ONE,53.40,53.4,19.22,19.6,-33.8,-63.30,"238,229,883","6,189,654.78"
9 Months,UCA,9.68,9.85,3.66,3.68,-6,-61.98,"62,480,995","4,182,222.18"
9 Months,GULF GENERAL,11.16,11.24,4.22,4.29,-6.87,-61.56,"65,100,158","445,295.78"
9 Months,JAHEZ,35.55,35.7,15.23,15.34,-20.21,-56.85,"277,442,058","21,052,108.70"
9 Months,NASEEJ,97.70,110.8,42.3,43.38,-54.32,-55.60,"45,453,100","7,588,491.22"
9 Months,TANMIAH,120.00,131,59.1,61,-59,-49.17,"19,338,842","4,804,186.95"
9 Months,MEDGULF,25.10,25.3,12.8,12.94,-12.16,-48.45,"188,156,304","4,319,614.51"
9 Months,ENTAJ,65.00,72.8,32.9,34,-31,-47.69,"71,488,148","1,302,892.52"
9 Months,ALAKARIA,24.74,26.15,12.77,13.05,-11.69,-47.25,"156,226,793","6,769,567.05"
9 Months,WALAA,22.72,23.16,10.8,12.05,-10.67,-46.96,"150,700,584","3,905,109.62"
9 Months,UCIC,49.25,54.5,26.16,26.48,-22.77,-46.23,"88,711,517","1,815,933.42"
9 Months,ALAMAR,78.90,80,41,42.48,-36.42,-46.16,"21,565,926","1,790,042.08"
9 Months,SAIC,34.10,34.85,17.75,18.39,-15.71,-46.07,"71,460,948","3,753,290.24"
9 Months,ALETIHAD,15.66,16.28,8.38,8.62,-7.04,-44.96,"26,358,811","483,167.56"
9 Months,SAUDI GERMAN HEALTH,69.10,74.2,37.8,38.4,-30.7,-44.43,"65,605,449","25,020,283.30"
9 Months,RAYDAN,46.41,47.62,26,26.36,-20.05,-43.20,"15,240,582","422,531.28"
9 Months,WATANIYA,22.90,23.5,12.87,13.02,-9.88,-43.14,"46,635,923","3,612,160.18"
9 Months,SAPTCO,18.00,18.26,10.09,10.26,-7.74,-43.00,"87,379,101","3,436,073.46"
9 Months,ALRAJHI TAKAFUL,151.00,158.4,84,86.35,-64.65,-42.81,"29,017,600","14,135,367.30"
9 Months,BANAN,6.68,6.98,3.86,3.88,-2.8,-41.92,"61,632,360","382,879.05"
9 Months,ACIG,15.06,16.98,8.75,8.76,-6.3,-41.83,"84,196,118","1,364,403.97"
9 Months,JABAL OMAR,26.05,26.5,14.83,15.16,-10.89,-41.80,"744,300,855","42,188,951.30"
9 Months,SFICO,117.00,120,68,68.2,-48.8,-41.71,"15,284,848","10,012,699.25"
9 Months,ACWA POWER,330.59,353.8,186.2,194.5,-136.09,-41.17,"73,129,897","40,649,285.90"
9 Months,SVCP,37.45,37.85,21.95,22.25,-15.2,-40.59,"6,828,908","545,286.04"
9 Months,TADCO,14.00,14.18,8.22,8.32,-5.68,-40.57,"22,503,525","335,037.70"
9 Months,ALMUNAJEM,92.20,93.3,53,54.9,-37.3,-40.46,"29,025,363","2,211,282.10"
9 Months,SALAMA,16.42,17.1,9.78,9.8,-6.62,-40.32,"41,887,465","999,161.26"
9 Months,SAUDI DARB,3.90,4.34,2.3,2.34,-1.56,-40.00,"1,433,549,340","4,301,769.39"
9 Months,ARABIAN SHIELD,19.96,19.98,11.25,12.03,-7.93,-39.73,"39,489,896","806,988.96"
9 Months,JOUF CEMENT,11.04,11.14,6.39,6.67,-4.37,-39.58,"57,806,711","449,252.58"
9 Months,AMANA INSURANCE,10.02,10.32,6,6.12,-3.9,-38.92,"41,362,110","1,418,228.01"
9 Months,APC,8.24,8.54,4.93,5.06,-3.18,-38.59,"592,469,876","9,071,364.02"
9 Months,WAFRAH,35.90,36.45,21.67,22.09,-13.81,-38.47,"18,237,867","1,101,127.28"
9 Months,MESC,38.15,41.05,22.28,23.5,-14.65,-38.40,"89,689,787","9,590,278.62"
9 Months,FAKEEH CARE,60.00,62.4,36.68,37.04,-22.96,-38.27,"76,374,203","4,905,776.46"
9 Months,ENAYA,12.00,12.28,7.31,7.44,-4.56,-38.00,"39,481,965","774,868.75"
9 Months,CHEMANOL,14.28,14.7,8.59,8.91,-5.37,-37.61,"68,121,109","2,022,129.27"
9 Months,CATRION,132.00,135.4,80.9,82.5,-49.5,-37.50,"25,068,219","9,927,740.40"
9 Months,YC,37.50,40.55,22.59,23.63,-13.87,-36.99,"69,302,031","8,645,820.91"
9 Months,ANAAM HOLDING,19.88,20.62,12.25,12.54,-7.34,-36.92,"117,047,234","1,603,176.76"
9 Months,SSP,65.20,66.4,39.8,42,-23.2,-35.58,"39,745,808","14,122,896.20"
9 Months,MBC GROUP,49.40,50.6,27.56,31.98,-17.42,-35.26,"270,692,506","6,180,132.62"
9 Months,HB,51.10,52.7,32.9,33.14,-17.96,-35.15,"15,497,052","2,121,681.34"
9 Months,CITY CEMENT,19.80,21.88,12.56,12.95,-6.85,-34.60,"51,059,336","1,576,704.50"
9 Months,RIYADH CEMENT,36.65,37.25,22.98,24,-12.65,-34.52,"48,084,211","5,664,214.04"
9 Months,FARM SUPERSTORES,21.80,22,14.04,14.3,-7.5,-34.40,"16,045,895","363,907.82"
9 Months,TAPRCO,28.11,31,18.33,18.46,-9.65,-34.33,"36,395,002","3,552,724.40"
9 Months,A.OTHAIM MARKET,10.08,10.18,6.6,6.64,-3.44,-34.13,"299,376,787","7,873,832.58"
9 Months,TAKWEEN,9.50,9.75,6.15,6.3,-3.2,-33.68,"47,608,676","471,068.57"
9 Months,RAOOM,87.10,93.8,54,58.2,-28.9,-33.18,"8,567,205","553,160.60"
